winner,target,hand cards,used cards
AI-origin,6,3 6 7 7 9 9 9 9 J J 2 2, 10 10 10 3 3 2 2 2 7 7 7 8 9 10 J K K K K A A A A 
AI-origin,0,6 7 7 9 9 9 9 J J 2 2, 10 10 10 3 3 2 2 2 7 7 7 8 9 10 J K K K K A A A A 4 4 4 5 5 5 
AI-origin,1,9 9 9 9 J J 2 2, 10 10 10 3 3 2 2 2 7 7 7 8 9 10 J K K K K A A A A 4 4 4 5 5 5 3 4 6 
AI-origin,5,, 10 10 10 3 3 2 2 2 7 7 7 8 9 10 J K K K K A A A A 4 4 4 5 5 5 3 4 6 7 7 8 8 J J A A 2 2 
AI-random,3,3 3 3 4 4 5 6 6 6 6 7 7 8 8 8 9 9 9 10 10 J Q, 
AI-random,7,3 4 4 5 6 6 6 6 7 7 9 9 9 10 10 J Q, J Q K A 2 
AI-random,7,3 5 7 7 10 10 J Q, J Q K A 2 8 8 8 3 3 9 9 9 3 3 5 5 5 5 6 6 6 6 
AI-random,7,3 4 5 5 6 6 8 8 9 J J J J Q K A A A A 2 2 2, 
AI-random,7,3 4 6 6 8 8 9 J J J J Q K A A A A, 7 7 7 3 3 
AI-random,0,4 6 6 8 8 9 J J J J Q K A A A A, 7 7 7 3 3 2 2 2 5 5 
AI-random,0,6 6 8 8 9 Q K A A A A, 7 7 7 3 3 2 2 2 5 5 3 A 4 4 4 5 5 5 6 6 7 7 8 8 10 10 10 10 J J J J 
AI-random,0,6 6 8 8 Q K, 7 7 7 3 3 2 2 2 5 5 3 A 4 4 4 5 5 5 6 6 7 7 8 8 10 10 10 10 J J J J 4 2 Q Q A A A A 
AI-origin,3,3 3 3 4 4 4 5 6 6 7 7 7 9 9 9 9 9 J K 2 2 2, 
AI-origin,7,3 4 4 4 5 6 6 9 9 9 9 9 J K 2 2 2, 10 J Q K A 
AI-origin,0,4 5 6 6 9 9 9 9 9 J K, 10 J Q K A 7 7 7 3 3 J J J 3 3 2 2 2 4 4 
AI-origin,0,5 6 6 9 9 9 9 9 K, 10 J Q K A 7 7 7 3 3 J J J 3 3 2 2 2 4 4 3 5 J 
AI-origin,0,6 6 9 9 9 9 9, 10 J Q K A 7 7 7 3 3 J J J 3 3 2 2 2 4 4 3 5 J 4 6 K 
AI-origin,1,, 10 J Q K A 7 7 7 3 3 J J J 3 3 2 2 2 4 4 3 5 J 4 6 K 5 8 A A A A 9 9 9 9 9 
AI-origin,7,3 5 5 5 5 6 6 8 8 8 8 9 10 10 J K K A 2 2, A A A A A 3 4 6 7 
AI-origin,0,5 5 5 5 6 6 8 8 8 8 9 10 10 J K K A 2 2, A A A A A 3 4 6 7 Q Q Q 4 4 
AI-origin,0,5 5 5 5 6 6 8 8 8 8 10 10 J K K A 2 2, A A A A A 3 4 6 7 Q Q Q 4 4 3 
AI-origin,1,5 5 5 5 8 8 8 8 10 10 J K K A 2 2, A A A A A 3 4 6 7 Q Q Q 4 4 3 9 
AI-origin,0,5 5 5 5 8 8 8 8 A 2 2, A A A A A 3 4 6 7 Q Q Q 4 4 3 9 6 6 7 7 10 10 Q Q K K 
AI-origin,0,5 5 5 5 8 8 8 8 2 2, A A A A A 3 4 6 7 Q Q Q 4 4 3 9 6 6 7 7 10 10 Q Q K K J 
AI-origin,1,5 5 5 5 8 8 8 8, A A A A A 3 4 6 7 Q Q Q 4 4 3 9 6 6 7 7 10 10 Q Q K K J A 
AI-origin,5,8 8 8 8, A A A A A 3 4 6 7 Q Q Q 4 4 3 9 6 6 7 7 10 10 Q Q K K J A 2 2 
AI-origin,5,, A A A A A 3 4 6 7 Q Q Q 4 4 3 9 6 6 7 7 10 10 Q Q K K J A 2 2 5 5 5 5 
AI-origin,7,4 5 5 5 7 7 8 8 8 8 10 J J J Q Q Q A A 2 2 2, 
AI-origin,6,4 5 7 7 8 8 8 8 10 A A, 9 9 9 3 3 10 10 10 5 5 2 2 2 5 5 
AI-origin,0,5 7 7 8 8 8 8 10 A A, 9 9 9 3 3 10 10 10 5 5 2 2 2 5 5 J J J Q Q Q 
AI-origin,1,8 8 8 8 A A, 9 9 9 3 3 10 10 10 5 5 2 2 2 5 5 J J J Q Q Q 4 9 10 J K K K 3 5 
AI-origin,1,, 9 9 9 3 3 10 10 10 5 5 2 2 2 5 5 J J J Q Q Q 4 9 10 J K K K 3 5 7 7 A A A A 2 2 2 2 2 6 6 7 7 8 8 8 8 8 8 
AI-origin,4,3 3 5 5 6 6 6 7 8 8 8 8 9 9 9 9 10 10 10 J 2, 
AI-origin,7,5 5 7 8 8 8 8 9 9 9 9 10 10 10 J 2, Q Q K K A A 
AI-origin,5,, Q Q K K A A 6 6 6 3 3 9 9 9 3 3 10 10 10 5 5 Q Q Q 5 5 7 7 7 7 8 8 8 8 2 2 2 2 3 7 8 J K 2 
AI-random,3,3 3 3 3 4 5 6 6 6 6 J J K K A A 2 2, Q Q Q Q 9 10 J Q K 8 8 8 4 4 5 5 7 7 A A 6 2 2 2 2 7 7 8 8 
AI-random,4,3 3 3 3 4 5 6 6 6 6 J J, Q Q Q Q 9 10 J Q K 8 8 8 4 4 5 5 7 7 A A 6 2 2 2 2 7 7 8 8 9 10 J Q K 
AI-random,0,3 3 3 3 5 6 6 6 6 J J, Q Q Q Q 9 10 J Q K 8 8 8 4 4 5 5 7 7 A A 6 2 2 2 2 7 7 8 8 9 10 J Q K K K A A 2 2 
AI-random,0,6 6 6 6 J J, Q Q Q Q 9 10 J Q K 8 8 8 4 4 5 5 7 7 A A 6 2 2 2 2 7 7 8 8 9 10 J Q K K K A A 2 2 4 9 3 3 3 3 
AI-random,4,3 3 4 6 7 8 J J J Q Q Q Q K 2 2 2, 5 6 7 8 9 A A A 5 5 4 4 4 4 5 5 5 5 
AI-random,7,4 6 7 8 Q Q Q Q K 2 2 2, 5 6 7 8 9 A A A 5 5 4 4 4 4 5 5 5 5 8 8 9 9 10 10 
AI-random,2,4 6 7 8 K, 5 6 7 8 9 A A A 5 5 4 4 4 4 5 5 5 5 8 8 9 9 10 10 J J J 3 3 2 2 2 6 6 10 10 Q Q Q Q 
AI-random,0,6 7 8 K, 5 6 7 8 9 A A A 5 5 4 4 4 4 5 5 5 5 8 8 9 9 10 10 J J J 3 3 2 2 2 6 6 10 10 Q Q Q Q 2 2 2 
AI-random,0,7 8, 5 6 7 8 9 A A A 5 5 4 4 4 4 5 5 5 5 8 8 9 9 10 10 J J J 3 3 2 2 2 6 6 10 10 Q Q Q Q 2 2 2 4 9 K 
AI-origin,3,3 3 3 4 6 6 10 10 J J J J Q Q K K A A A A 2 2, 
AI-origin,7,4 10 10 J J J J Q Q K K A A A A 2 2, 5 6 7 8 9 
AI-origin,0,J J J J Q Q K K A A A A, 5 6 7 8 9 3 3 3 6 6 7 7 7 5 5 6 6 10 10 K K 2 2 
AI-origin,1,J J J J A A A A, 5 6 7 8 9 3 3 3 6 6 7 7 7 5 5 6 6 10 10 K K 2 2 4 10 4 8 8 Q Q 
AI-origin,5,A A A A, 5 6 7 8 9 3 3 3 6 6 7 7 7 5 5 6 6 10 10 K K 2 2 4 10 4 8 8 Q Q K K 
AI-origin,7,4 4 4 4 5 7 7 9 10 10 10 J J J Q K K A A A 2 2, 
AI-origin,7,4 4 4 4 5 9 10 10 10 J J J Q K K 2 2, 8 8 8 5 5 
AI-origin,6,4 4 4 4 5 9 Q K K 2 2, 8 8 8 5 5 A A A 7 7 
AI-origin,0,4 4 4 4 9 Q K K 2 2, 8 8 8 5 5 A A A 7 7 10 10 10 J J J 
AI-origin,0,4 4 4 4 Q K K 2 2, 8 8 8 5 5 A A A 7 7 10 10 10 J J J 5 
AI-origin,0,4 4 4 4 K K 2 2, 8 8 8 5 5 A A A 7 7 10 10 10 J J J 5 9 
AI-origin,1,4 4 4 4 2 2, 8 8 8 5 5 A A A 7 7 10 10 10 J J J 5 9 Q 
AI-origin,3,3 3 3 3 4 4 5 5 6 7 8 9 J Q Q Q K K K K A 2, 
AI-origin,3,3 3 3 3 4 4 5 J Q Q Q K K K K A 2, 3 4 5 6 7 
AI-origin,7,3 3 3 3 5 J K K K K A 2, 3 4 5 6 7 5 6 7 8 9 
AI-origin,0,3 3 3 3 J K K K K A 2, 3 4 5 6 7 5 6 7 8 9 Q Q Q 4 4 
AI-origin,0,3 3 3 3 K K K K, 3 4 5 6 7 5 6 7 8 9 Q Q Q 4 4 5 8 J K A 
AI-origin,5,K K K K, 3 4 5 6 7 5 6 7 8 9 Q Q Q 4 4 5 8 J K A 2 
AI-random,7,3 5 5 6 8 8 8 8 9 9 9 10 10 10 J J J A A, 10 10 K K A A 4 5 6 7 8 Q 2 
AI-random,7,3 6 10 10 10 J J J A A, 10 10 K K A A 4 5 6 7 8 Q 2 7 7 7 4 4 9 9 9 5 5 3 3 3 3 8 8 8 8 
AI-origin,3,7 7 8 8 9 9 9 10 10 10 10 J J K K, 3 Q K J J J 3 3 Q 4 4 4 5 5 5 A A A 2 2 2 
AI-origin,7,8 8 10 10 10 10 J J K K, 3 Q K J J J 3 3 Q 4 4 4 5 5 5 A A A 2 2 2 3 4 5 6 7 
AI-origin,1,10 10 10 10 J J K K, 3 Q K J J J 3 3 Q 4 4 4 5 5 5 A A A 2 2 2 3 4 5 6 7 9 9 9 7 7 
AI-origin,1,10 10 10 10 K K, 3 Q K J J J 3 3 Q 4 4 4 5 5 5 A A A 2 2 2 3 4 5 6 7 9 9 9 7 7 8 8 
AI-origin,1,, 3 Q K J J J 3 3 Q 4 4 4 5 5 5 A A A 2 2 2 3 4 5 6 7 9 9 9 7 7 8 8 J J 7 7 7 7 10 10 10 10 
AI-origin,7,3 6 6 7 7 8 8 8 8 9 10 10 Q K K A A 2, A A A 2 2 2 3 3 3 3 4 4 4 4 
AI-origin,0,6 6 7 7 8 8 8 8 9 10 10 Q K K A A 2, A A A 2 2 2 3 3 3 3 4 4 4 4 J J J 5 5 
AI-origin,1,7 7 8 8 8 8 10 10 Q K K A A, A A A 2 2 2 3 3 3 3 4 4 4 4 J J J 5 5 3 4 9 K 2 
AI-origin,1,8 8 8 8 10 10 Q A A, A A A 2 2 2 3 3 3 3 4 4 4 4 J J J 5 5 3 4 9 K 2 6 6 Q Q K K 
AI-origin,1,8 8 8 8 Q A A, A A A 2 2 2 3 3 3 3 4 4 4 4 J J J 5 5 3 4 9 K 2 6 6 Q Q K K 7 7 
AI-origin,0,8 8 8 8 A A, A A A 2 2 2 3 3 3 3 4 4 4 4 J J J 5 5 3 4 9 K 2 6 6 Q Q K K 7 7 10 10 
AI-origin,1,8 8 8 8, A A A 2 2 2 3 3 3 3 4 4 4 4 J J J 5 5 3 4 9 K 2 6 6 Q Q K K 7 7 10 10 Q 
AI-origin,5,, A A A 2 2 2 3 3 3 3 4 4 4 4 J J J 5 5 3 4 9 K 2 6 6 Q Q K K 7 7 10 10 Q A A 
AI-random,3,3 3 3 4 4 7 7 7 7 8 8 9 10 10 10 J J K A 2 2 2, 
AI-random,7,3 7 7 7 7 8 8 9 J J K A, 5 6 7 8 9 6 7 8 9 10 J J J 3 3 2 2 2 4 4 
AI-random,0,7 7 7 7 8 8 J J K A, 5 6 7 8 9 6 7 8 9 10 J J J 3 3 2 2 2 4 4 10 10 10 3 3 K K K 5 5 3 9 
AI-random,1,7 7 7 7 J J A, 5 6 7 8 9 6 7 8 9 10 J J J 3 3 2 2 2 4 4 10 10 10 3 3 K K K 5 5 3 9 3 9 K 
AI-random,0,J J, 5 6 7 8 9 6 7 8 9 10 J J J 3 3 2 2 2 4 4 10 10 10 3 3 K K K 5 5 3 9 3 9 K 8 8 Q Q A A 7 7 7 7 
AI-random,7,4 4 4 5 5 6 8 8 10 10 J J J K K K A A 2 2 2, 4 5 6 7 8 K K K K 8 Q 
AI-random,7,4 5 5 6 10 10 K K K A A, 4 5 6 7 8 K K K K 8 Q 9 9 9 3 3 A A A 3 3 2 2 2 8 8 
AI-random,7,4 6 10 10 A, 4 5 6 7 8 K K K K 8 Q 9 9 9 3 3 A A A 3 3 2 2 2 8 8 J J J 4 4 2 2 2 6 6 J A 
AI-random,0,6 10 10 A, 4 5 6 7 8 K K K K 8 Q 9 9 9 3 3 A A A 3 3 2 2 2 8 8 J J J 4 4 2 2 2 6 6 J A K K K 5 5 
AI-random,0,10 10, 4 5 6 7 8 K K K K 8 Q 9 9 9 3 3 A A A 3 3 2 2 2 8 8 J J J 4 4 2 2 2 6 6 J A K K K 5 5 4 9 A 
AI-origin,7,3 4 4 4 4 7 7 7 8 8 8 9 10 10 K K K K A A 2 2, 
AI-origin,6,3 A A 2 2, 5 5 5 6 6 8 8 8 3 3 4 9 10 J J J J K K K K A A A A 7 7 10 10 2 2 5 4 4 4 4 
AI-origin,0,A A 2 2, 5 5 5 6 6 8 8 8 3 3 4 9 10 J J J J K K K K A A A A 7 7 10 10 2 2 5 4 4 4 4 7 7 7 8 8 8 
AI-origin,0,2 2, 5 5 5 6 6 8 8 8 3 3 4 9 10 J J J J K K K K A A A A 7 7 10 10 2 2 5 4 4 4 4 7 7 7 8 8 8 3 9 A 
AI-origin,1,, 5 5 5 6 6 8 8 8 3 3 4 9 10 J J J J K K K K A A A A 7 7 10 10 2 2 5 4 4 4 4 7 7 7 8 8 8 3 9 A A 
AI-random,7,3 3 3 3 10 10 2 2 2 2, 4 5 7 J 2 J 6 6 6 3 3 8 8 8 4 4 A A A 5 5 10 10 K K 5 5 5 5 Q Q Q Q Q 
AI-random,3,3 4 5 5 7 7 8 8 10 J J A A A 2 2 2, 3 3 3 4 4 6 6 6 3 3 
AI-random,7,3 4 7 7 8 8 10 J J 2 2 2, 3 3 3 4 4 6 6 6 3 3 9 10 J Q K 
AI-random,7,3 4 8 8 10 J J, 3 3 3 4 4 6 6 6 3 3 9 10 J Q K A A A 5 5 
AI-origin,3,4 4 4 4 4 7 7 8 8 9 9 10 10 10 10 Q K K K K, 6 6 8 8 10 10 A A 3 J K A 
AI-origin,4,4 4 4 4 4 10 10 10 10 Q K K K K, 6 6 8 8 10 10 A A 3 J K A 3 4 5 6 7 
AI-origin,0,4 4 4 4 4 10 10 10 10 K K K K, 6 6 8 8 10 10 A A 3 J K A 3 4 5 6 7 7 7 8 8 9 9 
AI-origin,5,10 10 10 10 K K K K, 6 6 8 8 10 10 A A 3 J K A 3 4 5 6 7 7 7 8 8 9 9 Q 
AI-origin,5,K K K K, 6 6 8 8 10 10 A A 3 J K A 3 4 5 6 7 7 7 8 8 9 9 Q 4 4 4 4 4 
AI-origin,7,4 4 4 5 5 6 7 7 7 7 9 9 9 10 10 10 Q Q Q K A A, 
AI-origin,7,4 5 5 6 7 7 7 7 9 9 9 10 10 10 K A A, 8 8 8 3 3 
AI-origin,6,4 5 5 6 7 7 7 7 K A A, 8 8 8 3 3 Q Q Q 4 4 
AI-origin,0,5 5 6 7 7 7 7 K A A, 8 8 8 3 3 Q Q Q 4 4 9 9 9 10 10 10 
AI-origin,0,5 5 7 7 7 7 A A, 8 8 8 3 3 Q Q Q 4 4 9 9 9 10 10 10 4 J K 
AI-origin,1,7 7 7 7 A A, 8 8 8 3 3 Q Q Q 4 4 9 9 9 10 10 10 4 J K 6 
AI-origin,1,, 8 8 8 3 3 Q Q Q 4 4 9 9 9 10 10 10 4 J K 6 5 5 6 6 6 6 7 7 7 7 
AI-random,7,3 4 4 5 5 5 5 7 7 8 9 Q Q Q K K K A A 2 2 2, 
AI-random,7,3 5 5 5 5 7 7 8 9 Q Q Q K K K A A, 6 6 6 3 3 
AI-random,6,3 5 5 5 5 7 7 8 9 A A, 6 6 6 3 3 2 2 2 4 4 
AI-random,0,5 5 5 5 7 7 8 9 A A, 6 6 6 3 3 2 2 2 4 4 Q Q Q K K K 
AI-origin,7,3 5 5 6 8 9 9 9 10 10 10 J J Q K K K K A A A 2, 
AI-origin,7,3 6 8 9 9 9 10 10 10 J J Q K K K K 2, 7 7 7 4 4 
AI-origin,6,3 6 8 J J Q K K K K 2, 7 7 7 4 4 A A A 5 5 
AI-origin,0,6 8 J J Q K K K K 2, 7 7 7 4 4 A A A 5 5 9 9 9 10 10 10 
AI-origin,0,J J, 7 7 7 4 4 A A A 5 5 9 9 9 10 10 10 3 4 6 8 Q K 2 3 3 3 3 K K K K 
AI-origin,6,6 8 8 8 9 9 9 10 10 J Q Q K K K K 2 2 2, 7 7 7 3 3 10 10 10 5 5 4 5 Q A 
AI-origin,6,6 10 10 J Q Q K K K K 2 2 2, 7 7 7 3 3 10 10 10 5 5 4 5 Q A 3 3 3 4 4 4 
AI-origin,2,6 10 10 J Q Q K K K K, 7 7 7 3 3 10 10 10 5 5 4 5 Q A 3 3 3 4 4 4 8 8 8 9 9 9 
AI-origin,0,10 10 J Q Q K K K K, 7 7 7 3 3 10 10 10 5 5 4 5 Q A 3 3 3 4 4 4 8 8 8 9 9 9 2 2 2 
AI-origin,1,J Q Q K K K K, 7 7 7 3 3 10 10 10 5 5 4 5 Q A 3 3 3 4 4 4 8 8 8 9 9 9 2 2 2 6 
AI-origin,7,7 7 8 8 10 10 J J J J Q Q K K 2 2 2, 2 2 2 4 4 8 8 8 9 9 9 Q Q Q K K K 3 4 5 9 9 9 9 9 
AI-origin,7,8 8 10 10 J J J J Q Q K K, 2 2 2 4 4 8 8 8 9 9 9 Q Q Q K K K 3 4 5 9 9 9 9 9 5 5 5 4 4 
AI-origin,1,10 10 J J J J Q Q K K, 2 2 2 4 4 8 8 8 9 9 9 Q Q Q K K K 3 4 5 9 9 9 9 9 5 5 5 4 4 2 2 2 7 7 
AI-origin,1,J J J J Q Q K K, 2 2 2 4 4 8 8 8 9 9 9 Q Q Q K K K 3 4 5 9 9 9 9 9 5 5 5 4 4 2 2 2 7 7 8 8 
AI-origin,1,J J J J K K, 2 2 2 4 4 8 8 8 9 9 9 Q Q Q K K K 3 4 5 9 9 9 9 9 5 5 5 4 4 2 2 2 7 7 8 8 10 10 
AI-origin,1,, 2 2 2 4 4 8 8 8 9 9 9 Q Q Q K K K 3 4 5 9 9 9 9 9 5 5 5 4 4 2 2 2 7 7 8 8 10 10 Q Q 10 10 10 10 J J J J 
AI-origin,4,3 3 3 3 4 4 5 5 5 5 6 6 J J J J Q Q A 2, J J J 3 3 A A A 5 5 3 10 
AI-origin,1,3 3 3 3 5 5 5 5 6 6 J J J J Q Q A 2, J J J 3 3 A A A 5 5 3 10 7 7 8 8 9 9 
AI-origin,1,3 3 3 3 5 5 5 5 J J J J 2, J J J 3 3 A A A 5 5 3 10 7 7 8 8 9 9 4 4 6 6 Q Q K K 7 A 
AI-origin,0,J J J J, J J J 3 3 A A A 5 5 3 10 7 7 8 8 9 9 4 4 6 6 Q Q K K 7 A 6 6 8 8 Q Q 3 3 3 3 4 4 4 4 5 5 5 5 
AI-origin,5,, J J J 3 3 A A A 5 5 3 10 7 7 8 8 9 9 4 4 6 6 Q Q K K 7 A 6 6 8 8 Q Q 3 3 3 3 4 4 4 4 5 5 5 5 2 
AI-origin,3,3 4 4 4 6 6 7 7 7 10 10 J J K K K A A A A 2 2, 
AI-origin,7,3 4 6 6 10 10 J J K K K A A A A 2 2, 8 9 10 J Q 
AI-origin,7,3 4 10 10 J J A A A A 2 2, 8 9 10 J Q 7 7 7 4 4 
AI-origin,0,4 10 10 J J A A A A 2 2, 8 9 10 J Q 7 7 7 4 4 K K K 6 6 
AI-origin,1,J J 2 2, 8 9 10 J Q 7 7 7 4 4 K K K 6 6 3 9 6 6 6 3 3 7 7 7 8 8 8 3 4 J 10 10 10 10 A A A A 
AI-origin,1,, 8 9 10 J Q 7 7 7 4 4 K K K 6 6 3 9 6 6 6 3 3 7 7 7 8 8 8 3 4 J 10 10 10 10 A A A A 10 10 A A 2 2 
AI-GNB,4,4 4 6 6 8 8 8 9 2 2 2, 5 5 5 3 3 7 7 7 3 3 9 9 9 4 4 A A A 5 5 
AI-GNB,7,6 6 9 2 2 2, 5 5 5 3 3 7 7 7 3 3 9 9 9 4 4 A A A 5 5 10 10 J J Q Q 
AI-GNB,0,6 6 2, 5 5 5 3 3 7 7 7 3 3 9 9 9 4 4 A A A 5 5 10 10 J J Q Q 8 8 8 4 4 A A A A 10 10 J J K K 2 2 
AI-origin,3,6 6 7 7 9 9 9 9 10 10 10 J K A A A 2, K K A A 2 2 5 5 5 4 4 8 8 8 3 3 
AI-origin,7,7 7 9 9 9 9 J K A A A 2, K K A A 2 2 5 5 5 4 4 8 8 8 3 3 3 4 5 6 7 
AI-origin,7,9 9 9 9 J K 2, K K A A 2 2 5 5 5 4 4 8 8 8 3 3 3 4 5 6 7 10 10 10 6 6 
AI-origin,0,9 9 9 9 2, K K A A 2 2 5 5 5 4 4 8 8 8 3 3 3 4 5 6 7 10 10 10 6 6 A A A 7 7 Q Q Q Q 3 J 
AI-origin,0,9 9 9 9, K K A A 2 2 5 5 5 4 4 8 8 8 3 3 3 4 5 6 7 10 10 10 6 6 A A A 7 7 Q Q Q Q 3 J K 
AI-origin,5,, K K A A 2 2 5 5 5 4 4 8 8 8 3 3 3 4 5 6 7 10 10 10 6 6 A A A 7 7 Q Q Q Q 3 J K 2 
AI-GNB,4,3 4 4 5 9 9 9 9 J J J Q Q K K A, 5 5 5 3 3 10 10 10 3 3 
AI-GNB,7,3 5 9 9 9 9 Q Q K K A, 5 5 5 3 3 10 10 10 3 3 6 6 7 7 8 8 
AI-GNB,0,5 9 9 9 9 Q Q K K A, 5 5 5 3 3 10 10 10 3 3 6 6 7 7 8 8 J J J 4 4 
AI-GNB,0,9 9 9 9 Q Q K K, 5 5 5 3 3 10 10 10 3 3 6 6 7 7 8 8 J J J 4 4 3 J A 
AI-origin,4,3 3 4 4 4 7 7 7 9 K 2, J Q K A 2 K K A A 2 2 5 5 5 3 3 6 6 6 5 5 10 10 10 3 3 8 8 8 8 8 
AI-origin,7,7 7 7 9 K 2, J Q K A 2 K K A A 2 2 5 5 5 3 3 6 6 6 5 5 10 10 10 3 3 8 8 8 8 8 10 10 J J Q Q 
AI-origin,2,9 K 2, J Q K A 2 K K A A 2 2 5 5 5 3 3 6 6 6 5 5 10 10 10 3 3 8 8 8 8 8 10 10 J J Q Q 4 4 4 3 3 
AI-origin,0,K 2, J Q K A 2 K K A A 2 2 5 5 5 3 3 6 6 6 5 5 10 10 10 3 3 8 8 8 8 8 10 10 J J Q Q 4 4 4 3 3 7 7 7 
AI-origin,0,2, J Q K A 2 K K A A 2 2 5 5 5 3 3 6 6 6 5 5 10 10 10 3 3 8 8 8 8 8 10 10 J J Q Q 4 4 4 3 3 7 7 7 9 
AI-origin,0,, J Q K A 2 K K A A 2 2 5 5 5 3 3 6 6 6 5 5 10 10 10 3 3 8 8 8 8 8 10 10 J J Q Q 4 4 4 3 3 7 7 7 9 K 
AI-GNB,7,3 5 5 6 7 7 10 10 J Q Q Q Q K K K K A A 2 2 2, 
AI-GNB,7,3 6 7 7 10 10 J Q Q Q Q K K K K A A, 9 9 9 4 4 
AI-GNB,0,6 7 7 10 10 J Q Q Q Q K K K K A A, 9 9 9 4 4 2 2 2 5 5 
AI-GNB,7,6 6 6 6 9 10 10 J J K K A A A A A 2 2 2 2, 7 7 7 3 3 3 7 J Q 
AI-GNB,0,6 6 6 6 10 10 J J K K A A A A A 2 2 2 2, 7 7 7 3 3 3 7 J Q 3 3 3 5 5 
AI-GNB,1,6 6 6 6 J J K K A A A A A 2 2 2 2, 7 7 7 3 3 3 7 J Q 3 3 3 5 5 9 
AI-GNB,1,6 6 6 6 A A A A A 2 2 2 2, 7 7 7 3 3 3 7 J Q 3 3 3 5 5 9 10 10 Q Q K K 
AI-origin,7,4 4 4 4 5 5 5 6 6 7 7 8 8 10 Q K K K A 2 2 2, 
AI-origin,4,4 4 4 4 5 10 Q A 2 2 2, 9 9 9 3 3 Q Q Q 5 5 K K K 5 5 
AI-origin,2,4 4 4 4 10 Q A, 9 9 9 3 3 Q Q Q 5 5 K K K 5 5 6 6 7 7 8 8 K K A A 2 2 3 5 
AI-origin,0,4 4 4 4 Q A, 9 9 9 3 3 Q Q Q 5 5 K K K 5 5 6 6 7 7 8 8 K K A A 2 2 3 5 2 2 2 
AI-origin,0,4 4 4 4, 9 9 9 3 3 Q Q Q 5 5 K K K 5 5 6 6 7 7 8 8 K K A A 2 2 3 5 2 2 2 10 J Q 
AI-origin,5,, 9 9 9 3 3 Q Q Q 5 5 K K K 5 5 6 6 7 7 8 8 K K A A 2 2 3 5 2 2 2 10 J Q A 
AI-origin,0,3 3 6 6 6 6 7 7 7 7 8 9 9 10 10 10 10 J J J J Q K A A 2, 
AI-origin,1,6 6 6 6 7 7 7 7 9 9 10 10 10 10 J J J J Q K A A, 5 7 8 A 2 
AI-origin,1,6 6 6 6 7 7 7 7 10 10 10 10 J J J J Q K, 5 7 8 A 2 3 3 K K A A 
AI-origin,0,6 6 6 6 7 7 7 7 10 10 10 10 J J J J K, 5 7 8 A 2 3 3 K K A A 9 9 
AI-origin,0,6 6 6 6 7 7 7 7 10 10 10 10 J J J J, 5 7 8 A 2 3 3 K K A A 9 9 Q 
AI-origin,5,7 7 7 7 10 10 10 10 J J J J, 5 7 8 A 2 3 3 K K A A 9 9 Q K 
AI-origin,5,J J J J, 5 7 8 A 2 3 3 K K A A 9 9 Q K 6 6 6 6 2 2 2 2 Q Q Q 5 5 5 6 7 8 9 7 8 9 10 J 7 7 7 7 
AI-origin,5,, 5 7 8 A 2 3 3 K K A A 9 9 Q K 6 6 6 6 2 2 2 2 Q Q Q 5 5 5 6 7 8 9 7 8 9 10 J 7 7 7 7 10 10 10 10 
AI-GNB,7,3 6 9 9 10 10 10 J J J Q A A A 2 2 2, 9 9 9 3 3 K K K 5 5 
AI-GNB,6,3 6 9 9 Q A A A 2 2 2, 9 9 9 3 3 K K K 5 5 7 7 7 4 4 
AI-GNB,6,3 6 9 9 Q, 9 9 9 3 3 K K K 5 5 7 7 7 4 4 10 10 10 J J J 
AI-origin,7,3 6 6 6 7 7 7 8 8 9 9 9 J Q Q Q Q K A A 2, 9 9 9 5 5 2 2 2 6 6 10 10 10 J J J 3 10 
AI-origin,6,3 8 8 9 9 9 J Q Q Q Q K A A 2, 9 9 9 5 5 2 2 2 6 6 10 10 10 J J J 3 10 5 5 5 4 4 
AI-origin,2,3 8 8 J Q Q Q Q K A A 2, 9 9 9 5 5 2 2 2 6 6 10 10 10 J J J 3 10 5 5 5 4 4 6 6 6 7 7 7 
AI-origin,0,8 8 J Q Q Q Q K A A 2, 9 9 9 5 5 2 2 2 6 6 10 10 10 J J J 3 10 5 5 5 4 4 6 6 6 7 7 7 9 9 9 
AI-origin,1,Q Q Q Q K A A 2, 9 9 9 5 5 2 2 2 6 6 10 10 10 J J J 3 10 5 5 5 4 4 6 6 6 7 7 7 9 9 9 3 4 J 
AI-origin,0,Q Q Q Q A A 2, 9 9 9 5 5 2 2 2 6 6 10 10 10 J J J 3 10 5 5 5 4 4 6 6 6 7 7 7 9 9 9 3 4 J 8 8 
AI-origin,0,Q Q Q Q A A, 9 9 9 5 5 2 2 2 6 6 10 10 10 J J J 3 10 5 5 5 4 4 6 6 6 7 7 7 9 9 9 3 4 J 8 8 K 
AI-origin,1,Q Q Q Q, 9 9 9 5 5 2 2 2 6 6 10 10 10 J J J 3 10 5 5 5 4 4 6 6 6 7 7 7 9 9 9 3 4 J 8 8 K 2 
AI-origin,5,, 9 9 9 5 5 2 2 2 6 6 10 10 10 J J J 3 10 5 5 5 4 4 6 6 6 7 7 7 9 9 9 3 4 J 8 8 K 2 A A 
AI-origin,7,3 6 6 7 8 8 8 8 10 10 J J J Q Q K K A 2 2 2 2, 
AI-origin,0,7 8 8 8 8 10 10 Q Q K K A 2 2 2 2, 9 9 9 4 4 10 10 10 4 4 J J J 6 6 
